Hero_Role,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Tiny_softsup,0.0017239379,-0.001586494,-0.0049496694,-0.00012977282,-0.0019794405,-0.0011593314,-0.001216868,-0.0008529355,0.0007929632,0.0053730328,0.003333306,0.001755151,-0.00117589,-0.00034467608,-0.00016564579,0.0046991054
Tiny_hardsup,5.3692033e-25,-3.6306517e-25,2.4453473e-25,3.9109136e-24,1.8144073e-24,-5.801912e-25,-2.4707656e-25,-1.3064486e-24,-7.5584787e-25,-2.5394178e-24,1.0213726e-25,2.0837357e-24,-1.8916232e-24,-8.621245e-25,4.0304754e-24,2.5903936e-24
Tiny_carry,-3.6239063e-24,-1.0494434e-24,1.8596247e-25,-4.4337454e-25,-1.4335583e-24,4.8905313e-24,-7.9698716e-26,-6.425047e-24,7.359533e-25,-4.2914727e-24,-7.540473e-25,6.916264e-25,-4.5627734e-25,-7.8250747e-25,5.380256e-25,-4.8539467e-24
Vengeful Spirit_mid,4.346718e-24,-2.4046951e-24,3.767212e-24,2.3509583e-25,2.7868513e-24,-8.821379e-25,2.2803543e-24,5.5091032e-24,-7.217036e-24,-6.056932e-25,9.12857e-25,5.0831544e-25,9.255312e-25,7.911701e-25,1.7420307e-24,1.3128154e-24
Vengeful Spirit_offlane,-0.0022587231,0.0046745664,0.0004864498,-0.0036570958,0.00058237993,-0.0023075473,0.00011842826,0.005854848,0.0015226952,-0.0005153141,-0.0014984141,-0.0005338346,0.001247531,0.0013935117,-0.005833247,0.0014475656
Vengeful Spirit_softsup,-0.005369356,0.006921237,0.002361167,-0.0043746987,0.0013415859,-0.002862294,0.00024110504,0.010044815,0.0013201423,-0.0015863121,-0.002201988,0.00088766724,0.0023439554,0.0029449058,-0.007757438,0.00024437593
Vengeful Spirit_hardsup,-0.0050001633,0.006667569,0.0021110957,-0.004289469,0.0012387014,-0.0027902748,0.00021843986,0.009563969,0.0013628996,-0.0014494784,-0.0021534243,0.00067195616,0.0022065123,0.0027610678,-0.0075614154,0.00042053335
Vengeful Spirit_carry,-2.0691343e-25,7.348972e-25,2.0341504e-24,-3.0848252e-24,2.054856e-24,1.6422485e-24,-1.0232947e-24,1.9231783e-25,9.223458e-25,4.2911876e-24,3.6672903e-25,-1.8439777e-24,-5.951268e-25,3.9838131e-25,-3.0164828e-24,-7.6332143e-25
Windranger_mid,-1.2829681e-24,-2.1124113e-24,-2.1700704e-24,-1.0600334e-24,-2.690963e-25,1.8265558e-24,-3.8223498e-24,-1.6600589e-25,3.1230421e-24,9.239893e-25,-1.2584879e-24,-5.8385035e-25,4.91047e-24,-5.7836777e-25,-2.3723014e-24,-5.926849e-25
Windranger_offlane,-0.0016361274,0.0014646383,-0.00021914512,-0.0014807358,0.0021270204,-0.00033384032,0.00066603033,0.002270728,-0.0028885396,0.00032714527,0.0016104343,-0.0034111924,0.0004647341,0.002461972,-0.004068245,0.00024130422
Windranger_softsup,-0.00087424874,0.002650802,-0.0010658462,-0.0009014781,0.0008157516,-0.0003460067,0.0013438112,0.0014241445,-0.0022976333,-0.0011844088,0.0016499418,-0.00365585,0.00044481442,0.002038048,-0.0035642784,0.002089785
Windranger_hardsup,-1.8304418e-25,-1.7345383e-24,4.5955555e-25,-1.7946748e-25,-2.899971e-26,-5.1524773e-24,1.2430913e-24,4.1083943e-24,-2.3387198e-24,2.1635496e-26,4.313768e-24,-6.9746713e-25,2.5607245e-24,2.0827373e-24,8.069961e-26,-8.75572e-25
Windranger_carry,-7.6449477e-25,7.432739e-25,6.211448e-25,-2.3199961e-24,-1.2988905e-24,3.854677e-25,-1.6303889e-24,1.501977e-24,7.96354e-26,8.093257e-26,1.2784245e-24,2.5962724e-25,7.879631e-25,5.4945606e-24,3.192157e-24,-1.2360474e-24
Zeus_mid,0.007465653,-0.011576125,-0.0040298025,0.003214534,-0.0031612664,0.0038054874,0.0011248854,-0.01229923,-0.0010115565,0.005741274,0.0021180878,-0.0069702826,-0.003023665,-0.002016802,0.0062250476,0.005507502
Zeus_offlane,1.4103664e-25,4.064475e-24,-1.1424059e-24,-5.794223e-25,9.844392e-25,-2.5664686e-24,-3.4069652e-24,-2.4969972e-25,3.800399e-24,-3.5866434e-25,-3.5150707e-24,-2.9139176e-25,-7.857237e-26,4.4352896e-25,2.0079076e-24,3.49175e-24
Zeus_softsup,-3.6282577e-24,-1.4602886e-25,-4.196267e-24,1.2086825e-24,7.00445e-25,3.8471425e-25,6.52154e-25,-1.991292e-26,1.9500407e-24,5.23047e-25,3.5056064e-24,1.3072703e-24,6.8737916e-24,-9.076392e-25,2.1038634e-25,1.620867e-24
Zeus_hardsup,0.008178736,-0.011704494,-0.0036156157,0.0032252718,-0.0023874948,0.003781762,0.0012157917,-0.013659768,-0.0020710023,0.005100876,0.0028790254,-0.0075111417,-0.002771569,-0.0017877205,0.006411737,0.0046437625
Zeus_carry,2.0674975e-24,-6.83666e-24,-1.6055193e-24,-5.920749e-25,2.057888e-24,-2.232889e-24,2.3678185e-24,1.1977649e-24,-2.3680845e-24,-2.2871608e-24,2.1772314e-25,8.333464e-25,2.5332693e-25,-5.407953e-25,4.9385355e-24,1.767718e-25
Kunkka_mid,0.007266935,-0.006657355,-0.00011905783,0.0019620215,-0.0010474416,0.0019140777,-0.0013958109,-0.0027189883,0.0015147881,0.0022833548,0.0050484417,0.0040891934,-0.0039244196,-0.0021106338,0.0043854085,0.0030149266
Kunkka_offlane,5.6679356e-24,-1.6726758e-24,5.583214e-24,-1.731442e-24,-3.3525975e-25,2.1973778e-24,5.595246e-25,3.7007824e-24,-8.904116e-25,4.7194637e-24,-1.8433271e-24,-6.758029e-25,-5.129126e-24,8.860653e-25,1.1542154e-25,-1.6360772e-24
Kunkka_softsup,1.3269985e-24,6.655952e-25,-2.6205636e-24,-1.903686e-24,2.1810355e-24,2.614425e-24,-1.1451789e-24,-6.0209276e-25,-8.687479e-25,-3.4476992e-24,8.444079e-24,2.9438058e-24,-1.0468795e-23,-6.845516e-25,2.9554832e-25,2.2224176e-24
Kunkka_hardsup,-5.9668724e-25,3.6926207e-25,8.294737e-26,-7.6808975e-25,-1.9144534e-24,3.3082627e-25,-4.897096e-25,1.7176245e-24,-3.688121e-24,1.5320379e-25,5.2979153e-24,2.0489694e-24,-1.02998594e-23,-2.3654046e-24,1.3998103e-24,2.1113969e-24
Kunkka_carry,0.007442562,-0.0081245825,-0.0015434282,0.0036340456,-0.0013144633,0.0040394184,-0.00082371634,-0.0072726696,0.00086323323,0.003247531,0.0041821604,0.0014440913,-0.00466825,-0.0025082713,0.005952877,0.0038448612
Lina_mid,0.001346422,-0.013255572,-0.017503807,0.0038842189,-0.011988751,0.0018844284,-0.000113920105,0.0029838632,0.009821311,0.019242369,-0.011395746,-0.007010018,-0.0023062378,-0.011179081,0.010349298,0.017016394
Lina_offlane,7.813453e-26,-2.5231292e-24,5.7042855e-24,-1.0088902e-24,-3.962569e-24,-2.2275716e-24,-3.451699e-24,1.1306691e-24,-1.8714425e-24,-8.462996e-25,-3.2056223e-25,-5.2281705e-24,4.9993468e-26,-2.0728034e-24,-3.823135e-25,8.884613e-25
Lina_softsup,1.2314407e-24,-3.4609907e-24,-3.0200711e-24,-1.1523637e-24,4.8119805e-25,1.7679746e-24,1.0980708e-25,-2.576202e-24,5.7472726e-24,1.8500439e-24,5.68016e-24,5.0041184e-25,-1.8013891e-24,-1.8964682e-24,-6.7573214e-25,2.2220677e-24
Lina_hardsup,1.6945415e-24,-4.775609e-24,1.540117e-24,2.2633047e-24,-2.5326237e-24,-1.0449201e-24,-3.20808e-24,3.264344e-25,5.1116207e-24,-4.310986e-24,3.2744744e-24,7.4534714e-25,-3.5115697e-24,1.2470305e-24,-1.794233e-24,6.836666e-25
Lina_carry,-7.579569e-25,2.8263942e-24,-6.700891e-24,-5.731547e-25,1.0994151e-24,-2.2465047e-24,1.4334435e-24,-2.0644317e-25,-1.686237e-25,1.9524641e-25,1.3394378e-24,-3.3713825e-25,-3.5138267e-24,-5.5422897e-25,3.6856583e-24,2.0098644e-24
Lion_mid,-4.9608267e-25,-3.1200672e-24,2.5692115e-25,-3.0279538e-24,1.1055986e-24,2.567679e-24,8.900153e-25,5.3855716e-25,-3.5819282e-25,2.1324898e-24,3.1614473e-25,-3.7789202e-24,-6.959455e-25,-5.2135413e-25,7.2519125e-25,3.9378817e-25
Lion_offlane,9.464463e-24,3.2913521e-24,-1.5555308e-24,-1.0240598e-24,6.287301e-24,-1.0409838e-24,-1.2880078e-24,1.6027261e-24,1.8614469e-24,3.39799e-24,9.517242e-25,-1.1531788e-24,-7.318043e-24,6.435113e-25,3.6565963e-24,2.9352311e-24
Lion_softsup,0.004660559,-0.003070778,0.0053828754,0.00040420447,0.0043260325,0.0013918381,0.0003316318,-0.0077056224,-0.011160753,-0.0015578724,0.011901344,0.00036495173,2.8550297e-05,0.002618549,0.0037034864,4.0929008e-05
Lion_hardsup,0.001026995,0.00094322837,0.009418593,0.0006638566,0.0056270175,0.001773637,0.0005278388,-0.0069535105,-0.013522706,-0.0072720097,0.012326482,0.0021683408,0.0008778866,0.004150423,0.0022715938,-0.0040959637
Lion_carry,5.5705496e-24,-2.3661649e-26,4.2948633e-24,-4.4132626e-26,9.125162e-25,2.300556e-25,2.8841573e-25,2.2764175e-24,3.860498e-26,2.9997272e-24,-1.3412509e-24,-1.4564817e-24,-1.948311e-24,2.8401263e-25,-7.01422e-25,-2.244606e-24
Shadow Shaman_mid,-1.1201791e-24,2.4268641e-24,6.489587e-25,3.0968954e-25,-2.6980001e-24,-4.353033e-27,-7.33077e-25,3.0361643e-24,1.5266283e-24,-8.465847e-24,-1.3173733e-24,1.03534775e-23,2.0192201e-25,-1.062031e-24,2.5622837e-24,-5.4718295e-24
Shadow Shaman_offlane,8.724316e-25,2.3075645e-24,2.7060584e-24,3.2454347e-24,2.8186572e-24,3.5332126e-25,-1.6474918e-24,-1.2006944e-24,4.783914e-25,-2.5869772e-24,1.0121774e-24,-2.5618608e-25,2.721298e-25,4.0473037e-24,-2.4603694e-25,-1.9750091e-24
Shadow Shaman_softsup,0.001558474,-0.008441048,-0.0071775625,0.0035679562,-0.0042089988,0.0017202294,0.00043030106,-0.0017422186,0.0037593346,0.0085844975,-0.0036288276,-0.0042562075,-0.0026675921,-0.0042077852,0.007484102,0.009109455
Shadow Shaman_hardsup,0.0010937254,-0.009523947,-0.008970013,0.0040297434,-0.003725115,0.0029224397,0.001587208,-0.0019353454,0.004807038,0.009782796,-0.006141611,-0.0058565307,-0.0042237756,-0.0041459077,0.00909539,0.011695946
Shadow Shaman_carry,-8.462113e-25,2.257031e-24,6.413189e-24,-8.876121e-25,3.0049556e-24,-1.9144463e-24,-6.0918466e-24,-7.874214e-24,-1.4707363e-24,-1.9031534e-24,-5.230669e-25,2.3945468e-25,-3.1479329e-24,-4.6662767e-24,2.9795994e-24,7.5363284e-25
Slardar_mid,-4.0852314e-24,-4.848577e-25,-1.6451523e-24,-3.8524436e-24,4.9378784e-24,3.0006518e-24,5.183744e-25,-1.9830139e-24,3.7397115e-24,-5.287858e-25,-2.9016385e-24,1.5073804e-24,-2.7497103e-25,-2.1834404e-24,1.1391765e-24,5.0830694e-24
Slardar_offlane,-0.004806477,0.0093469545,0.009158556,-0.0022565266,0.004591578,-3.570704e-05,0.00027239858,0.0019075377,-0.010709765,-0.012578956,0.00023061282,-0.0006887356,0.005190362,0.008197628,-0.012136049,-0.0117388265
Slardar_softsup,-1.7929235e-24,1.3591526e-24,5.771894e-25,2.7879534e-24,1.605754e-24,5.212457e-24,2.094464e-25,-4.951923e-25,-1.1711804e-25,7.8334667e-25,1.4101669e-24,-8.208283e-24,1.548707e-25,-2.9840532e-25,-1.0157831e-24,-5.7782432e-24
Slardar_hardsup,1.9781251e-24,4.60537e-26,2.6336222e-24,1.0636144e-24,9.110914e-25,-4.152652e-25,7.7477635e-24,4.0412906e-24,5.813268e-25,-4.6782607e-26,1.9583053e-25,1.6519624e-24,9.433108e-25,-4.225994e-24,2.1669386e-24,1.1709413e-23
Slardar_carry,-1.0768519e-24,-1.2933944e-24,-8.998219e-25,-1.4878648e-24,2.0581397e-24,1.5920998e-24,-2.525709e-24,-6.5106584e-24,4.230198e-24,-4.77699e-24,-1.2134089e-24,-1.3624868e-24,-1.4037142e-24,-2.7152667e-24,-4.074646e-24,-1.1645942e-24
Tidehunter_mid,-0.0035192762,0.001936788,0.002644236,-0.0031733483,0.004454486,-0.004703005,0.002098234,0.003028513,-0.0007994296,0.002383016,0.0061969366,0.004371025,0.005152162,0.0021826932,-0.00053408544,0.00083472324
Tidehunter_offlane,0.00011665593,-0.002240913,-0.0067473007,0.0006487478,-0.0017264234,-0.0014674505,-0.0004752406,0.0024831055,0.0017878256,0.010710632,0.0025638896,0.0018820763,0.0021216641,-0.0033593029,0.0012768836,0.010149186
Tidehunter_softsup,1.8180885e-24,8.597498e-25,7.322328e-25,-5.0257106e-25,-3.752892e-24,1.0184616e-24,1.9979263e-24,4.8797604e-25,7.1449716e-25,4.950044e-24,9.993202e-25,2.0219025e-25,4.2297357e-24,-1.0939233e-25,-4.8485943e-24,-8.5734685e-26
Tidehunter_hardsup,-8.915078e-25,1.3052837e-24,7.572766e-25,8.2355e-25,4.287052e-24,1.969174e-24,2.4135574e-24,-1.1894916e-24,8.1906576e-24,6.1932617e-25,3.0488974e-25,1.2646105e-25,5.882493e-24,5.7440942e-24,1.5160868e-24,1.5483471e-24
Tidehunter_carry,-4.85359e-27,-7.492315e-26,-2.1903585e-24,-7.728056e-26,2.8695478e-24,1.968127e-24,-2.7376684e-24,2.647261e-25,-2.5292227e-25,-2.7127937e-24,3.4291586e-24,-1.482714e-24,-7.810095e-26,1.1836596e-24,1.759223e-24,3.4776255e-24
Witch Doctor_mid,7.9684063e-25,4.7399007e-24,-2.0744123e-24,-2.285319e-24,-9.819753e-25,-2.3434484e-24,-8.157304e-24,3.688678e-25,1.4505069e-24,4.9230908e-24,-1.3950367e-24,1.5909834e-24,2.969575e-24,-8.604741e-25,6.452091e-26,3.215319e-24
Witch Doctor_offlane,-1.298258e-25,8.7851495e-26,3.365296e-25,-2.3686614e-24,-1.9423065e-24,-1.1850193e-24,-6.662252e-25,-2.069975e-24,1.0369981e-24,-3.9771255e-24,8.497402e-25,-1.6038879e-24,2.6504886e-25,1.1162704e-24,4.0153395e-25,-9.180628e-25
Witch Doctor_softsup,4.4927755e-24,-7.646182e-25,-5.3548837e-24,1.2822853e-24,2.3096368e-27,-2.7583839e-24,8.937739e-24,-1.259271e-26,4.0419344e-25,4.967693e-24,-3.3901222e-24,-1.2059159e-25,3.456617e-25,5.165702e-24,5.743789e-26,1.6360896e-24
Witch Doctor_hardsup,0.0037794237,-0.0022410594,-0.010998525,0.0019426193,-0.008758372,0.0016267439,-0.0023331412,0.003033188,0.008936753,0.005643051,-0.010804746,-0.00844049,-0.0041289465,-0.009176982,-0.00015418512,0.0016495391
Witch Doctor_carry,2.1891454e-24,4.3088088e-24,-3.978476e-24,-2.2311564e-24,-3.0340955e-24,-1.9933705e-25,-6.1167225e-24,2.936656e-24,1.1728567e-24,-2.4076607e-25,-2.577899e-25,1.4499826e-25,6.80786e-25,-2.9366378e-25,-3.4534725e-24,1.7261432e-24
Lich_mid,-4.0660277e-25,9.639049e-25,6.81858e-24,3.8289553e-24,1.377873e-24,1.2618364e-24,2.1427077e-25,-2.8352107e-25,7.2953906e-25,2.669759e-24,4.2279174e-24,-2.2506517e-25,-4.49539e-24,-2.4696115e-24,6.4795773e-25,-2.0083436e-24
Lich_offlane,1.3376969e-24,3.95608e-25,-5.7988246e-24,2.737448e-24,3.6296658e-24,1.2027313e-24,-7.4040315e-24,1.1612294e-24,3.526609e-24,3.9574596e-24,-5.539401e-26,-8.984019e-25,-2.2743949e-24,1.5636068e-24,-5.195378e-25,-6.127755e-25
Lich_softsup,-4.645264e-26,-4.3750226e-24,2.7474603e-24,3.2127978e-25,-2.5664396e-24,-2.8969122e-25,3.9404793e-24,-1.2492479e-23,6.4147437e-25,-9.255067e-25,-1.4679587e-25,1.6360197e-24,2.692285e-24,3.76969e-24,2.8874634e-24,-4.401347e-25
Lich_hardsup,-0.0041756597,0.015715182,0.004084213,-0.0040234397,0.0003550374,-0.009304609,-0.004118323,0.010712842,-0.0035249596,-0.0062686326,0.0076473644,0.004343437,0.0068805725,-0.00074744807,-0.0106658675,-0.009340099
Lich_carry,7.171372e-26,-2.4271856e-24,-2.197283e-24,-3.5696567e-24,-1.3389297e-25,2.7668178e-24,1.8567273e-24,-1.1986732e-24,-2.6694932e-25,6.076615e-26,4.385384e-24,6.091775e-25,-3.535564e-24,1.4318131e-24,-4.4230484e-24,-1.641994e-25
Riki_mid,0.0044088713,-0.0005148279,-0.0031234357,-0.0023946564,-0.0029464345,-0.0027069927,0.0018934826,-0.003406659,0.0033553834,0.0011023836,0.0006385258,-0.004955493,-0.00070026156,-0.00034608008,-0.0019573509,0.0023403754
Riki_offlane,-0.0010119525,0.002018863,-0.002376146,-0.0019648822,-0.0030195825,-0.0022881276,0.0010779414,0.0030878338,0.0052351076,0.0006483312,-0.0036994657,-0.0031050984,-0.00034404773,-0.0009591183,-0.0040331557,0.0021661324
Riki_softsup,-1.852912e-24,7.3269125e-25,-2.9548446e-24,-3.0944982e-24,-7.06993e-24,4.668467e-24,-1.493789e-25,-2.0607487e-25,4.005276e-24,1.5751231e-24,-2.5685737e-24,-2.0248154e-24,6.06674e-25,4.1888627e-25,-3.5228438e-24,4.396108e-25
Riki_hardsup,1.7056509e-25,-2.834441e-25,2.820759e-24,1.6883481e-24,-1.1879299e-24,-8.022463e-25,-9.230644e-25,-1.0511299e-23,-1.2750609e-24,5.603733e-24,1.3896887e-24,3.2517142e-25,-6.2977073e-25,-3.5252068e-24,6.4515975e-24,-2.8394926e-24
Riki_carry,-1.7660158e-24,4.4082774e-24,-4.4035907e-25,-1.0566954e-24,4.0274983e-25,-1.7424224e-24,1.889129e-24,-1.556087e-25,1.8511047e-24,-3.784421e-24,-1.4133676e-24,1.145711e-25,2.8115562e-25,-8.751386e-26,-7.470475e-24,6.277059e-25
Enigma_mid,-2.6727322e-25,4.2300497e-26,-8.5876566e-24,3.9114706e-24,1.5658394e-24,2.141432e-24,-7.154628e-25,-4.977594e-26,-2.9241792e-26,-1.4505415e-24,-2.1054532e-24,1.5777115e-25,-1.7532284e-25,-1.83719e-24,-7.4283935e-25,1.8595248e-24
Enigma_offlane,-0.001516311,-0.0018299532,0.0048204395,0.0030736502,0.0064192996,0.0052726814,0.001350696,-0.008088462,-0.009550554,-0.0021555054,0.005073246,0.003588789,-0.0025653082,0.007895744,0.0026256167,-0.00047874358
Enigma_softsup,-4.6351487e-24,7.1485944e-24,1.0321914e-24,-4.517255e-25,1.0713106e-25,-4.6634104e-25,2.4914276e-24,-9.787938e-25,-5.2125598e-24,-4.3389918e-24,-4.7276544e-24,3.2173605e-24,2.9340984e-25,-6.310298e-25,-2.3373495e-24,7.636652e-25
Enigma_hardsup,3.9453793e-24,2.4415156e-25,-5.4047015e-25,8.942456e-25,-1.8011738e-24,1.6128488e-24,-5.027069e-25,-1.6703731e-24,4.618596e-24,-1.1138628e-23,3.242457e-25,1.1748076e-24,-2.0523782e-24,-7.354345e-25,-2.4079735e-24,-1.0109456e-23
Enigma_carry,2.6760988e-24,2.165512e-24,3.4977634e-25,5.021058e-24,-6.4590945e-27,2.522969e-24,-1.5699326e-24,9.513747e-25,-1.1104269e-25,7.547695e-25,-3.6742715e-25,8.049357e-24,2.7601606e-24,-2.9010082e-24,-5.5960073e-24,3.978261e-24
Tinker_mid,0.008152813,-0.0026838211,0.0012090013,0.0045505622,-0.0003645128,2.0594613e-05,-0.0016806284,-0.008384232,-0.0044902177,0.0027300727,0.010295988,0.0018428497,-0.00258068,-0.0029323068,0.0054097944,-0.0014413756
Tinker_offlane,2.0613858e-24,3.459641e-24,-2.5445044e-24,-1.7869827e-24,-1.5167468e-25,-8.268547e-24,-3.2272678e-24,3.6639197e-24,3.2254357e-24,-1.738264e-24,9.5825285e-24,-4.728324e-25,4.588141e-24,-1.1118746e-24,-1.4447133e-24,9.600043e-25
Tinker_softsup,4.506069e-25,-1.1780912e-24,8.246056e-24,-1.803378e-24,1.2827889e-25,7.4983334e-25,8.970956e-25,4.606427e-25,-6.889606e-25,1.9059678e-24,7.1864193e-26,1.5748609e-24,-2.892134e-24,6.488134e-24,8.398263e-25,-1.1326973e-24
Tinker_hardsup,-1.4603198e-24,2.6277006e-26,-8.411195e-25,-8.514282e-24,3.9050224e-24,9.560868e-25,-4.5804055e-25,4.738719e-25,3.1258085e-24,-7.893099e-24,4.130305e-24,3.1631374e-24,2.3410575e-24,-2.9260429e-24,-2.959156e-24,-3.374767e-24
Tinker_carry,2.8104799e-24,-1.673264e-24,-2.3089485e-25,1.926342e-24,8.672805e-25,9.328282e-25,-1.1418045e-24,-3.5954762e-25,-1.2958485e-24,-4.138315e-25,-4.7112394e-24,3.302643e-24,-4.767185e-28,1.986623e-26,-2.2165505e-25,-8.128708e-25
Sniper_mid,-0.0030109265,0.005197367,0.0013507315,-0.0032081422,-0.0033027339,-0.0025360999,0.0008805009,0.009481148,0.0067518614,-0.00249906,-0.0036518273,-0.0025127723,-0.00048055538,0.0009723048,-0.00989781,-0.0019047312
Sniper_offlane,-5.340845e-26,1.1982876e-25,-1.4425023e-24,-6.8406443e-25,-2.0273542e-24,4.669767e-24,-1.3923956e-25,2.847626e-24,-2.6455715e-25,6.7794543e-25,-4.072806e-24,-2.3275984e-24,3.1397595e-24,-3.260253e-24,5.4506194e-24,5.673655e-25
Sniper_softsup,0.0019508029,-0.00014823163,-0.0019244592,0.0008939087,-0.0046237665,0.0008147909,-0.00061604724,0.00019623282,0.005041836,0.0007119812,-0.0017460183,-0.004197586,-0.0023552622,-0.0027535364,-0.0027568883,-0.00065295
Sniper_hardsup,-2.952694e-25,-3.158435e-24,-6.8512915e-26,9.3327323e-26,-2.4327447e-24,-1.0492166e-25,7.1086e-24,-1.3193956e-24,1.9885902e-24,-5.4011673e-24,-2.3696662e-24,1.2407382e-24,2.0988782e-24,-1.1661554e-24,-3.3972196e-26,-1.6055449e-25
Sniper_carry,7.191418e-24,-3.1493828e-24,5.0734465e-25,1.6090849e-24,5.038829e-24,-4.223781e-25,1.8462552e-24,-3.6323605e-24,2.7206876e-24,2.3931264e-25,2.9741575e-25,-5.672841e-24,-4.5940153e-26,5.01681e-25,-3.1133153e-24,-1.1906195e-24
Necrophos_mid,-0.005586595,0.00814091,0.0021080198,-0.0037135473,0.004751435,-0.0009845584,0.0030779848,0.0071216347,-0.0012617805,-0.00657731,-0.004281611,-0.0029659667,0.0015801903,0.0058596605,-0.009491241,-0.0042058877
Necrophos_offlane,-0.000686282,0.0040812436,-0.0022316007,-0.0016536283,0.0013521926,-0.0012583728,0.0024362225,0.0039647254,0.0011561537,-0.00097065186,-0.0038277258,-0.0042507155,-0.0002828416,0.000774246,-0.004396045,0.00021938747
Necrophos_softsup,2.6566974e-24,-4.094188e-26,1.6544687e-24,7.13857e-26,-4.9676358e-24,1.9625382e-24,3.4965737e-25,3.0267208e-24,1.5301441e-25,1.1039742e-24,-7.61928e-25,2.4832935e-24,2.067545e-24,8.490814e-25,-5.587141e-25,7.7807274e-25
Necrophos_hardsup,-1.7810184e-24,2.001047e-24,-9.207559e-25,2.8848125e-24,-1.050163e-24,-6.835619e-24,-1.5747225e-24,5.3166898e-24,1.1871442e-24,-5.782946e-25,-6.377619e-24,-1.6080365e-24,1.8083295e-25,9.384471e-25,-3.550239e-25,-2.2394844e-25
Necrophos_carry,-0.00043477293,0.0038162465,-0.0024769744,-0.0014956964,0.0011381664,-0.0012132726,0.0023629388,0.0037883457,0.0012556035,-0.0006571583,-0.0038359636,-0.004243618,-0.0003925485,0.0004765257,-0.004118857,0.0004671513
Warlock_mid,1.405876e-25,-1.4606313e-24,-1.0553679e-24,4.7627566e-25,1.4805059e-24,5.534367e-26,-1.2411617e-25,5.3470672e-24,-1.759856e-24,-1.0688412e-24,3.5274984e-24,-4.1564273e-25,-6.0498437e-24,-1.9283715e-25,-1.377926e-24,-1.3143119e-24
Warlock_offlane,-3.4918313e-24,-2.1947836e-26,6.476553e-25,-1.9663604e-24,1.6063555e-25,-6.949959e-25,3.0757235e-24,-5.832506e-25,6.860112e-25,-1.4746752e-24,5.548886e-25,2.6375316e-24,1.1683894e-24,3.6193185e-25,2.2575774e-25,-3.712647e-25
Warlock_softsup,-2.8468314e-24,6.5428423e-24,-6.423657e-25,9.498418e-26,-5.1434397e-25,2.5182546e-24,7.839463e-24,-4.0347943e-26,1.533428e-25,1.1455513e-24,-5.614736e-24,2.9026455e-25,8.747783e-25,2.6652742e-24,-5.178766e-25,-1.4990469e-24
Warlock_hardsup,0.000629297,0.010856305,0.006910735,-0.00015657913,0.0036067592,-0.00070298894,-0.00058402115,0.0007974658,-0.0049375216,-0.01158184,0.0005749439,0.0004946531,0.0017384812,0.0037400199,-0.0054551144,-0.012208648
Warlock_carry,2.4732697e-25,-1.3094125e-25,-3.3382874e-24,2.0441955e-25,2.86658e-26,-7.800285e-24,1.3369212e-24,1.6039095e-25,7.7585985e-24,-7.287206e-24,2.0019901e-25,4.9442425e-24,5.748179e-25,1.4970131e-24,2.6834297e-25,4.4380156e-25
Beastmaster_mid,0.00059194374,-0.0014687419,0.0017820592,-8.3681094e-05,0.0029769097,0.001462914,0.0023342639,-0.004408818,-0.002248481,-0.00029714522,-0.0038197068,-0.0011607257,0.0019857788,-0.00027846824,0.007543478,-0.0033967197
Beastmaster_offlane,3.683192e-24,-1.4055129e-24,-6.2436743e-25,2.8280678e-25,-2.908284e-24,3.9427655e-24,-4.4429968e-25,1.9800204e-24,5.338048e-24,-1.587992e-24,3.683898e-25,-7.3963076e-25,-1.2888375e-25,3.0211458e-24,-1.2708424e-24,-4.0560388e-25
Beastmaster_softsup,1.6724044e-24,1.1329167e-25,-2.3380613e-24,-2.8530274e-25,-2.8357533e-25,2.0147074e-25,-2.0592841e-24,-2.168506e-24,-1.0739406e-24,-1.2054553e-24,-7.204887e-25,1.0130043e-24,-1.121476e-24,1.5151862e-24,-8.604282e-25,1.144876e-24
Beastmaster_hardsup,1.808251e-24,-3.0681355e-24,-1.1712533e-24,-3.622736e-24,1.5309502e-25,-3.361171e-24,1.2845399e-24,-7.470536e-25,-1.3652681e-24,-1.7900991e-24,4.97644e-25,1.8009044e-24,2.6129927e-24,3.7090598e-25,-6.3052173e-25,-3.5028217e-24
Beastmaster_carry,-8.57166e-07,-0.0012673738,-0.0026257948,-0.00039660287,-0.002517439,9.6314456e-05,-0.00019099115,0.0010721801,0.0005201822,0.00254482,-0.0019909125,-0.00027256593,0.0015733883,-0.0018279967,0.0007558027,0.00038432534
Queen of Pain_mid,5.1187216e-24,1.348526e-24,3.0044399e-25,-6.3920622e-24,1.0162137e-24,5.192242e-25,6.1073217e-26,4.1844145e-24,7.3660567e-25,-6.920292e-26,-3.40589e-24,-6.015955e-25,6.685925e-26,8.837831e-25,1.5410154e-24,-8.0724225e-25
Queen of Pain_offlane,-0.0010615254,-0.0067834677,-0.012481526,0.008232781,-0.014015878,0.0034862992,-0.0045586447,0.009123637,0.014655084,0.008073374,-0.018687177,-0.0025177973,-0.007031208,-0.013635869,0.0076680854,0.0060041025
Queen of Pain_softsup,-0.00058167987,-0.0064341975,-0.012535606,0.008804698,-0.014300995,0.0041898633,-0.0050989273,0.009373959,0.01472896,0.00731437,-0.019705785,-0.0022809037,-0.007856235,-0.013998699,0.0076840753,0.005191362
