Hero_Role,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Queen of Pain_hardsup,-9.733434e-25,-2.6836806e-25,2.6015311e-25,2.0089493e-24,-1.085378e-23,1.800606e-25,2.4637972e-24,-2.9101345e-24,4.1758466e-24,2.016674e-24,2.9075954e-25,1.406382e-24,-9.57992e-25,-2.089596e-25,1.6732874e-25,-4.3160247e-25
Queen of Pain_carry,-0.0011359499,-0.0069331434,-0.012137667,0.007969226,-0.013893704,0.0032092694,-0.004388169,0.0088102855,0.014675655,0.008458891,-0.018074334,-0.002422407,-0.006739863,-0.013460031,0.0077566924,0.0063490965
Venomancer_mid,8.12633e-26,3.0057578e-25,1.8640394e-25,-1.4750099e-24,1.0090044e-25,-1.0390951e-24,8.050853e-26,2.2934934e-24,4.660542e-25,6.463799e-25,-2.4463963e-24,1.704697e-24,4.026065e-24,2.0750706e-24,-6.780845e-24,1.2467221e-24
Venomancer_offlane,-2.9566203e-24,-2.775325e-24,-7.629823e-25,4.9264095e-24,-7.5355815e-26,-3.587501e-24,2.2471874e-24,-1.8424803e-25,4.0539187e-25,-3.6477293e-25,-1.0565758e-24,9.327635e-25,-1.6079685e-24,1.928055e-24,-5.164647e-24,-1.246086e-24
Venomancer_softsup,0.0029521184,-0.0049312217,0.002572283,-0.0015564888,0.005120116,0.00040966907,0.0036218425,-0.010203635,-0.0073131965,0.0045289705,0.010408691,0.00077551004,-0.0007148258,0.007234951,0.0013123709,0.0042672316
Venomancer_hardsup,3.104482e-24,-9.917707e-27,-3.5750925e-25,1.7435349e-24,-1.0550959e-24,-1.8180056e-25,-3.1057312e-24,-1.8949344e-24,1.4006535e-24,1.8533258e-24,-6.494741e-27,-1.4501159e-25,2.2052666e-25,2.5363456e-25,-1.9615545e-24,1.4190868e-25
Venomancer_carry,-1.5759709e-24,2.0904624e-25,-1.046666e-24,-1.03326037e-25,1.8042812e-25,-2.3271992e-24,1.9941874e-25,-2.520168e-25,-6.2857455e-24,4.2343734e-24,-1.3530951e-24,1.9011842e-24,-5.749725e-25,-1.0399287e-24,-6.3757356e-25,5.3141197e-24
Faceless Void_mid,-2.4724843e-25,1.0006453e-24,3.8118635e-24,2.1824768e-24,4.1615604e-24,-2.6428818e-24,2.3474394e-24,-7.5146624e-25,1.2539515e-24,5.072686e-24,1.9218391e-25,3.0272585e-24,3.8750063e-24,3.5599533e-24,-1.1630023e-24,4.7815964e-24
Faceless Void_offlane,-0.0030753408,0.0059218165,0.0024099525,-0.0012435374,0.002023387,-0.005555376,-0.001941943,0.0068000183,0.0013488003,-0.0027987692,0.0052191326,0.0040852344,0.0056416555,-0.00078361307,-0.0028678395,-0.005258878
Faceless Void_softsup,1.6479274e-24,3.6512044e-24,-1.46182e-24,-4.5949866e-24,9.382128e-25,2.0240855e-24,-2.2686355e-25,3.2362305e-24,2.259872e-25,1.9761971e-24,4.855058e-25,-2.596243e-24,1.4944978e-24,-8.48979e-24,-4.6045543e-24,2.4528127e-24
Faceless Void_hardsup,2.2575785e-24,-6.733845e-24,-1.5498456e-24,1.4955164e-24,-2.3645772e-24,-1.2569783e-24,2.5258425e-24,4.521967e-24,1.3837044e-25,-4.4268275e-24,5.2039014e-25,-4.815424e-24,2.10006e-25,8.794087e-25,1.2611503e-24,-5.334824e-25
Faceless Void_carry,5.6423186e-24,1.2752189e-24,-3.7427895e-25,2.5246073e-25,3.4566197e-24,-2.8724447e-24,-2.992343e-25,-4.3195396e-24,1.0613595e-25,-3.557541e-24,-4.6829245e-24,3.5448924e-25,-2.9374222e-24,4.0224092e-24,-1.3090195e-24,1.4215607e-24
Wraith King_mid,1.6549554e-24,2.3300873e-25,1.5888428e-25,1.8922921e-24,-2.430019e-24,-2.407196e-24,-6.352876e-25,-2.8258343e-24,-1.6985516e-25,2.5441045e-25,-1.3062651e-24,5.504654e-24,5.6587525e-24,6.3088697e-25,-3.674508e-24,-3.8656995e-25
Wraith King_offlane,0.001173144,0.00589151,0.0064666984,-0.006755594,0.008126979,-0.00018392445,0.002871465,-0.004973945,-0.011343889,-0.00678655,0.00871988,3.8591097e-05,0.0028653196,0.010545967,-0.008173214,-0.0012363307
Wraith King_softsup,-3.5128962e-26,2.7592382e-26,-2.8835552e-24,1.1217483e-24,8.95247e-25,-3.1117908e-24,5.475105e-25,2.422214e-25,1.3722778e-24,2.0145476e-24,-1.3014655e-24,-4.0841528e-25,-2.901109e-24,-1.3225391e-25,-5.515285e-24,1.9128514e-24
Wraith King_hardsup,-2.2848011e-24,3.6203704e-25,-1.7531386e-24,1.1918774e-24,2.9456843e-25,-1.846823e-25,-1.1228197e-24,-2.36186e-25,-2.4741528e-25,1.3800529e-24,-4.20741e-25,-4.4021547e-24,-1.8746786e-24,7.395081e-24,9.066893e-25,5.0251766e-25
Wraith King_carry,0.0017193919,0.005346136,0.0060495855,-0.0068899575,0.007991472,8.8646484e-05,0.0027446556,-0.0055512856,-0.011586495,-0.0061573703,0.008353471,-0.00023823103,0.0028802243,0.010302029,-0.0076883025,-0.0004631204
Death Prophet_mid,-0.0053333775,-0.000698619,0.00023438298,0.00078424194,-0.0004293079,-0.00026092806,0.00088055566,0.0059463857,0.0022905758,0.0007290792,-0.0038130372,0.0014266198,0.0016475247,-0.00019934605,0.00023849533,-0.0018304206
Death Prophet_offlane,5.149423e-24,-2.664083e-24,-2.7807125e-26,-9.034735e-25,-1.7373658e-24,1.2126395e-24,-6.8180124e-25,-1.4919485e-24,-5.8880006e-25,3.2075165e-24,-5.8747718e-24,-4.030409e-24,-1.0607671e-24,7.395645e-27,3.8214887e-24,3.7671264e-24
Death Prophet_softsup,-0.0038335312,-0.0022209592,0.001179361,0.002732436,0.00075519475,0.0023879393,0.0007630333,0.0013997984,-4.8885864e-05,-5.257882e-05,-0.0033028312,0.00124466,1.3349403e-05,0.00045843126,0.0031963503,-0.0012613374
Death Prophet_hardsup,1.0753841e-24,-1.7113876e-24,-6.678376e-25,2.8482107e-24,1.5545578e-24,-4.512505e-24,6.9792733e-25,-5.0379773e-25,-3.794601e-24,3.542365e-24,5.5407036e-25,2.139586e-25,-2.8120224e-25,-2.7360313e-24,1.6060988e-24,-2.1482027e-24
Death Prophet_carry,-4.35975e-25,3.7229196e-25,-9.285567e-25,2.6443596e-24,2.011432e-24,-6.0141525e-24,7.927017e-25,6.4938063e-25,5.4212044e-24,-2.178966e-25,-3.0278242e-25,-8.249025e-25,5.041623e-25,2.4337855e-25,2.4881608e-24,9.979287e-25
Phantom Assassin_mid,-4.705489e-25,-5.8674133e-24,-1.0949511e-24,1.31063175e-24,8.998426e-25,-1.1092046e-24,1.5098214e-24,-8.914215e-25,-2.6483355e-25,3.3875563e-25,1.8897863e-24,-1.3779734e-25,-6.9718284e-25,3.0783972e-24,-2.260064e-24,1.6422658e-24
Phantom Assassin_offlane,2.442411e-25,-8.0959917e-25,-1.796564e-24,-1.1138063e-24,9.457123e-25,-1.2577549e-25,-4.6350893e-25,-4.1946367e-25,-2.6889243e-24,6.062936e-25,6.1404136e-24,8.12352e-25,-3.283578e-24,-1.8936606e-25,3.2156446e-25,2.207322e-25
Phantom Assassin_softsup,-1.3363077e-25,-9.455003e-25,-6.9061666e-26,-1.9276154e-25,-2.7164995e-24,-3.625993e-24,-4.6171674e-25,-2.9497048e-25,3.697543e-25,2.39857e-25,-2.6420313e-25,9.160252e-25,-3.8692e-25,-1.7465846e-24,6.397433e-25,-7.3272877e-25
Phantom Assassin_hardsup,-7.5064306e-25,-1.1519563e-25,-1.4591467e-24,-2.745115e-24,3.2391644e-25,5.1717843e-24,-1.8738067e-24,5.5138735e-25,-5.160928e-24,-2.2191083e-24,-2.9535253e-25,-4.998583e-24,-5.94667e-25,1.9070164e-24,8.8141586e-26,-7.258454e-25
Phantom Assassin_carry,0.0045270636,-0.005265562,-0.0061160256,0.0041832887,-0.0012277678,0.0056485245,0.0013204184,-0.0102525605,-0.0009425459,-0.00044181716,-0.0035028541,-0.0047825216,-0.006820265,-0.00082461536,0.0032773092,0.004514751
Pugna_mid,2.512089e-25,3.1468845e-25,1.2175581e-24,2.839093e-24,-1.0542987e-24,1.2846263e-24,9.763842e-25,-7.098418e-24,1.6377763e-26,-3.8860156e-25,-5.593569e-25,2.583227e-25,-6.99084e-25,2.4465017e-26,-8.785653e-25,2.017398e-24
Pugna_offlane,4.052902e-25,1.6994699e-25,-4.3665123e-25,-2.8124903e-25,-1.1160109e-25,2.8923498e-24,3.405518e-24,2.6928396e-25,-1.2858384e-24,5.1294655e-24,-4.426812e-24,-2.4695247e-24,6.4186654e-27,2.297479e-24,-8.976237e-24,-9.88794e-25
Pugna_softsup,-0.0013682435,0.0017889854,0.006668373,-0.0022038931,0.006027788,-0.0020459415,0.0016802211,-0.0033042587,-0.006155922,-0.0039278986,0.007075962,0.003072189,0.0034856235,0.0053739296,0.00014328642,-0.0031143187
Pugna_hardsup,0.003895517,-0.0023670085,0.0028497213,0.0009543465,0.004601351,-0.00013622979,0.0011342609,-0.008951454,-0.006997279,-0.003252824,0.005752338,0.001432941,0.0016862978,0.0011584506,0.0053559556,-0.00475492
Pugna_carry,-8.440981e-25,1.3161908e-25,-1.0019656e-24,2.3967133e-25,3.2307412e-24,1.4148202e-24,-4.005113e-25,-2.9781809e-24,6.740322e-25,6.3990985e-24,2.902801e-25,-1.0028499e-24,2.6043953e-24,-1.8570592e-24,1.8549884e-25,-3.3775578e-25
Templar Assassin_mid,3.7757876e-25,-3.5636042e-25,7.2319267e-25,-2.059095e-24,-4.068697e-25,-1.3174338e-24,-7.9647144e-26,-3.4482483e-24,-1.0988992e-24,-5.1856403e-24,3.1630421e-24,-4.1347e-25,-4.485677e-24,1.3690247e-25,-1.9985752e-25,3.7231773e-24
Templar Assassin_offlane,-1.1132065e-24,2.4001347e-25,2.697504e-24,-5.2630196e-25,1.1997209e-25,-2.5445266e-25,7.7863253e-25,-5.8972954e-24,4.582623e-24,2.350341e-24,7.7551545e-25,1.16041735e-24,1.8238458e-24,8.709069e-25,-2.6839158e-24,-1.4028793e-24
Templar Assassin_softsup,-1.2240719e-25,-1.7413623e-24,-4.859108e-25,2.979099e-24,4.0081577e-24,2.3684511e-24,2.5942014e-24,3.7187495e-24,-5.3683695e-25,1.6922425e-24,-2.514341e-24,2.467561e-24,-1.456288e-24,-5.730391e-25,5.281449e-24,-1.7180032e-24
Templar Assassin_hardsup,-3.437467e-24,2.1518745e-24,-4.3466236e-24,3.8689052e-25,2.2850038e-24,-8.412354e-25,-1.8395376e-24,1.8465806e-24,6.362751e-25,1.5717e-25,-1.0623043e-25,4.8619943e-24,-7.286955e-26,-9.798811e-26,-1.6684454e-24,3.169443e-24
Templar Assassin_carry,-0.010116554,0.005822794,0.009086144,0.00037491316,0.0078270985,-0.00029674248,0.0032153549,0.0061817616,-0.0086854175,-0.004562671,0.0029314253,0.0026388748,0.0025942072,0.007917945,-0.00116208,-0.00477696
Viper_mid,1.216577e-24,1.2045793e-24,9.80421e-26,-5.0216996e-24,-1.0223547e-24,1.0310683e-25,-5.7386377e-26,-5.203425e-27,-1.3470017e-25,3.7872137e-25,1.824368e-25,2.1725766e-24,3.0509092e-25,2.444465e-24,1.4157255e-24,-2.7385888e-24
Viper_offlane,0.004972643,-0.011949889,-0.0087567605,0.0063211354,-0.007538976,0.0022176744,0.00064520945,-0.0075616953,0.008368267,0.009519742,-0.0036436475,-0.007059226,-0.0051533943,-0.008176092,0.01191809,0.0021755798
Viper_softsup,4.1869315e-25,-8.923803e-25,-6.988852e-25,4.984679e-24,6.2010507e-25,-2.0277591e-25,-2.94533e-25,5.6253405e-25,-6.287831e-25,-6.4027895e-27,9.401233e-25,3.6909697e-24,-8.337604e-26,-3.9310556e-25,1.0463756e-24,-2.053453e-24
Viper_hardsup,4.6854595e-24,2.1602905e-24,9.411791e-26,-2.558727e-26,-4.0169093e-26,-1.6171622e-24,1.3784066e-24,3.2268806e-25,-7.3823324e-25,6.5040413e-25,1.3612978e-25,-1.4646608e-26,-3.326772e-25,-8.81695e-25,-3.101424e-25,-6.140409e-24
Viper_carry,0.003992873,-0.0108718695,-0.011625668,0.005657968,-0.009318123,0.0022769407,0.0001251006,-0.0041760635,0.008504202,0.010833969,-0.0053444346,-0.006547201,-0.0061053275,-0.008556509,0.008523175,0.0049570226
Luna_mid,-0.0038827162,0.0043261866,-0.013113846,-0.0027483797,-0.010288179,-0.0030943418,-0.0028702754,0.018196812,0.013001606,0.005074557,-0.01255985,-0.001744058,-0.00069586775,-0.0094373925,-0.0073255864,0.013071226
Luna_offlane,2.9002355e-24,-4.078445e-24,1.4394657e-24,-3.9174058e-25,8.593065e-25,-3.083845e-24,-5.372774e-25,-5.0214196e-25,4.4737832e-24,-1.785593e-24,7.6931727e-25,3.1031731e-24,2.0328813e-24,-1.7093042e-24,-3.289581e-24,-4.675633e-25
Luna_softsup,8.561581e-25,-4.8382445e-24,-2.0941784e-24,-3.696231e-25,-1.8153662e-24,-1.832656e-24,4.216548e-25,3.357771e-24,5.0079765e-25,1.8105884e-24,5.720791e-25,3.365088e-24,-3.6438395e-25,-4.286615e-25,2.6973984e-25,2.6597372e-24
Luna_hardsup,7.521429e-24,1.2040236e-25,9.117853e-24,2.4349898e-24,-5.3672913e-24,4.1243605e-25,1.8476584e-24,-8.741973e-25,-1.0867727e-24,1.1091793e-24,3.6716344e-24,-1.8249782e-25,1.1101596e-24,1.1221324e-24,3.92352e-25,3.9556005e-25
Luna_carry,5.6199023e-25,-2.264092e-25,3.2700668e-25,-1.6980316e-24,-4.7417206e-25,1.1881981e-24,-2.5387055e-24,-2.4198878e-24,5.9351035e-26,1.9444435e-26,4.80204e-25,-3.0939515e-24,-1.2297828e-24,7.917931e-25,1.2239381e-24,4.4249074e-24
Dragon Knight_mid,0.0007256955,-0.0058676484,-0.0024544275,0.0011870731,-0.0025461505,0.0003292713,0.00048813428,-0.0019337857,0.006981441,0.0071623847,-0.0015835504,-0.000554911,-0.0017380911,-0.0025740184,0.0049403887,0.004498421
Dragon Knight_offlane,0.0010460992,-0.005627905,-0.0024649221,0.0010228126,-0.002529444,0.00022655877,0.0004883223,-0.0021972694,0.006709874,0.006944156,-0.0014921929,-0.0010977892,-0.0016367468,-0.0025366354,0.004649196,0.004140915
Dragon Knight_softsup,4.314741e-24,-2.0861316e-24,-1.5656797e-24,-1.7617376e-24,5.945696e-24,1.0931386e-24,2.9120144e-24,4.7269482e-26,-2.6485492e-24,3.7194764e-24,-1.3099345e-24,-5.696929e-25,7.640384e-26,-5.154254e-24,1.0472126e-24,-1.9025144e-24
Dragon Knight_hardsup,3.3937226e-24,1.7340397e-24,-9.276549e-25,-3.7354114e-24,2.3885044e-24,9.429176e-24,5.598757e-25,-5.5898743e-25,1.0047572e-24,1.364531e-23,-2.7124576e-24,-8.55565e-25,-2.5145565e-24,2.729147e-25,5.7916704e-24,-5.8457835e-24
Dragon Knight_carry,-0.0019924925,-0.0067616906,-0.0035017289,0.001868844,-0.0031899577,0.0013397841,-0.00027794222,0.0016658262,0.008551391,0.008830475,-0.0030037584,0.0031900548,-0.0023349915,-0.002780678,0.005608418,0.00811579
Dazzle_mid,8.108292e-24,-1.4566484e-25,1.3653483e-24,-3.1264512e-24,2.5997976e-24,-1.0481923e-24,6.7445566e-25,-2.6987182e-24,1.6168188e-24,-4.1971408e-24,5.242464e-25,8.940683e-24,2.4953085e-25,-3.1946956e-24,-1.6807009e-24,-1.8680524e-24
Dazzle_offlane,1.905087e-24,-1.7453301e-25,-8.116205e-26,4.1574725e-25,-1.4066305e-24,1.2540966e-24,2.922545e-24,-3.4391614e-25,-1.1608423e-25,4.8237022e-24,-7.617359e-24,-6.2632962e-25,9.910086e-24,-4.195885e-25,4.5635237e-24,2.7980182e-24
Dazzle_softsup,0.0009038784,0.00012674367,-0.0014365086,0.0006460567,-0.00052986166,-0.00049824576,-0.0021041406,6.368567e-05,0.0031516524,-0.0011830984,-0.00050892093,0.0026519925,-0.0005136132,-0.0046267295,0.0016718822,0.0009649532
Dazzle_hardsup,0.00020631819,0.00070375245,0.0028343473,-0.00053286983,0.0037640661,0.0009534296,-0.0004552163,-0.0032134105,-0.0028708484,-0.0052505014,0.0025934963,0.0025837524,-5.6042954e-05,0.0013286734,-4.1377632e-05,-0.0016208356
Dazzle_carry,3.183916e-25,-8.570887e-25,7.23466e-25,1.4007456e-24,1.2530659e-24,2.6865785e-25,-1.6961357e-24,-5.0814327e-26,-6.98977e-24,-1.0402454e-24,-3.8836332e-25,3.416715e-25,2.4634353e-24,-2.021503e-24,-4.1413127e-25,-4.9477095e-25
Clockwerk_mid,1.1746738e-24,5.078835e-25,-2.5846243e-24,2.268353e-24,-3.4533126e-25,-1.0173864e-24,-2.1327402e-25,-4.510735e-24,2.7892487e-25,-2.885168e-25,-2.6502289e-24,-1.2361063e-24,1.0992027e-24,2.4468397e-25,-3.973892e-25,-5.5997646e-25
Clockwerk_offlane,5.2878727e-25,-5.6213715e-25,3.185279e-24,1.3755183e-24,-1.7582664e-25,3.9114674e-24,4.242966e-24,-3.6337724e-25,-2.0248967e-25,-2.2274476e-24,1.4318237e-24,-1.5616926e-24,7.3235874e-27,-1.7513856e-25,1.2306169e-24,4.1417007e-25
Clockwerk_softsup,-0.0046405997,0.0020841581,-0.006623098,-0.0005198496,-0.005981171,-0.0005069041,-0.0019574685,0.010630696,0.005054216,0.00563673,-0.010610343,-0.0026069663,-0.0014189016,-0.0032005587,-0.0023544484,0.004492872
Clockwerk_hardsup,-0.00018590727,-0.0007793566,-0.0023238817,0.0014949356,-0.0011914057,0.001650712,0.000141677,0.0018516796,0.0010638777,0.00018531835,-0.0055190222,-0.003386426,-0.0019866473,-0.0014784478,0.0016365168,0.0003010407
Clockwerk_carry,4.3358216e-25,1.2111905e-24,-4.192596e-24,7.9812105e-25,2.4203351e-24,-9.118836e-25,-1.5860274e-24,1.5394976e-25,-2.0186874e-24,-5.759598e-25,-1.9817774e-24,1.075645e-24,4.0451984e-25,-6.9798694e-25,-1.1662646e-24,-4.151595e-25
Leshrac_mid,-0.0011905837,-0.0036936714,0.0040677506,0.0030296703,0.0027160451,0.0044843457,0.0026190644,-0.005200115,-0.0014856813,-0.0022372382,-0.00037532102,-0.0021569473,-0.0021049597,0.0033414946,0.0033766292,-0.0027029817
Leshrac_offlane,-1.6519648e-24,-1.2403414e-24,2.1762703e-25,5.027393e-24,9.3213234e-26,3.852125e-24,9.028455e-24,2.6195256e-24,-1.03219625e-23,-3.571173e-25,-5.872167e-24,-1.227324e-24,-1.3504503e-24,-9.982859e-24,1.4899856e-24,-5.552513e-24
Leshrac_softsup,4.446245e-25,9.187859e-25,4.4465143e-24,-3.6327355e-25,-3.5585117e-24,6.8607525e-24,5.4955182e-24,-2.1710714e-25,-5.9045963e-25,2.9779669e-24,3.493393e-25,1.3304149e-25,4.9098494e-24,-1.9900797e-24,-1.9651444e-24,7.029252e-25
Leshrac_hardsup,2.4522284e-25,1.5765229e-24,-5.1181244e-24,2.9870356e-24,2.424912e-25,-3.8491605e-26,5.751235e-25,2.8462825e-24,-2.8014322e-25,4.0165898e-25,-1.7431568e-25,1.0762177e-24,-1.4541781e-24,4.628455e-25,8.888089e-25,5.0225157e-25
Leshrac_carry,-0.0043450296,-0.00024889671,0.005745077,0.0011913945,0.005928643,0.0037992364,0.003429297,-0.0028019021,-0.0043835468,-0.004388425,-0.00025255152,-0.00056018645,-0.0012669705,0.0059789848,0.0011491023,-0.0024818818
Nature's Prophet_mid,0.010546622,-0.0032409518,-0.0021734927,0.0012220968,-0.00014778342,0.0011777572,-0.0021307555,-0.011888078,-0.0029466483,-0.00066396943,0.0023946473,-0.0016243294,0.00030113297,-0.002912438,0.004277639,-0.001010672
Nature's Prophet_offlane,-4.8068565e-24,4.1537593e-24,-7.041957e-24,2.9828318e-24,-2.1994042e-24,4.714222e-25,6.6305573e-25,-4.4818546e-25,-1.4583568e-24,-3.346638e-24,-1.1777432e-25,2.0293814e-24,4.9875648e-24,-3.8286097e-25,-6.6740216e-25,-1.2205969e-24
Nature's Prophet_softsup,0.007859718,-0.0038243087,-0.0016187613,0.0017929422,-9.2810915e-06,0.0009845302,-0.00147595,-0.011326604,-0.0032553712,-0.00089458935,0.003189661,-0.0014415351,0.0013875362,-0.0018053778,0.0022545021,-0.003508136
Nature's Prophet_hardsup,1.743422e-25,5.333715e-24,-1.1926917e-24,-2.6492994e-24,2.717257e-24,-1.2044233e-24,-4.326668e-24,-8.010066e-25,-1.6053001e-24,6.7211265e-25,-5.656625e-24,1.1662488e-24,3.610563e-24,5.3862547e-24,3.5686884e-24,-4.2257626e-24
Nature's Prophet_carry,9.051242e-27,-1.1554737e-25,-7.418354e-24,-7.430756e-24,2.9621782e-24,2.221038e-25,-1.7172713e-25,-1.4376492e-25,-3.111579e-25,-6.519281e-25,-2.4223946e-27,3.0814711e-25,2.1788888e-25,3.086117e-24,-3.134893e-25,2.0260169e-24
Lifestealer_mid,4.1107986e-25,-2.3704389e-24,2.9401868e-24,3.5044085e-24,-3.6139256e-24,2.2088918e-24,9.200806e-25,-3.2475855e-24,-6.465518e-25,-5.849139e-24,-1.3843266e-24,4.47131e-25,-5.4251593e-24,3.925072e-24,-3.8092827e-24,-3.0423052e-25
Lifestealer_offlane,4.9113277e-25,-2.9166314e-24,-1.1360781e-24,2.4412803e-24,-9.612948e-24,-1.0904934e-24,1.7506003e-24,-2.8000177e-25,-9.525415e-25,-4.4705994e-24,2.0780132e-25,-3.338596e-24,-2.2567812e-25,-3.5517204e-24,-1.013244e-24,-5.640456e-25
Lifestealer_softsup,-5.7385123e-24,-6.4640416e-25,-3.1847052e-24,1.4047897e-24,-1.1025057e-24,3.302366e-25,-1.553162e-24,3.096395e-25,-9.708495e-25,-4.172307e-24,3.4512925e-24,6.483289e-25,-2.3694317e-25,1.6780876e-24,1.5370434e-24,2.3280267e-24
Lifestealer_hardsup,1.4733697e-24,-5.179444e-25,6.4089673e-25,2.131579e-25,-9.488986e-27,1.0298086e-25,-6.4593943e-25,1.8225357e-24,5.3324532e-24,-2.0874512e-25,-9.469486e-26,-6.8057456e-25,3.4130497e-24,2.3694597e-24,4.672752e-24,-3.5917774e-26
Lifestealer_carry,0.0006201975,0.00338034,-6.3637504e-05,0.00036024736,-0.002131468,-0.00040770735,-0.00044392666,-0.0009701506,0.002289527,-0.003507651,0.0028175155,-0.0017063747,-0.00043624925,-0.0009463766,-0.005553014,-0.0040941746
Dark Seer_mid,4.0828644e-24,-7.0815077e-25,-6.9433614e-25,-1.4920286e-24,-2.3897251e-24,2.0739735e-25,-7.0398815e-25,-3.36878e-24,2.0233584e-24,4.0532857e-25,-2.6494734e-25,-2.8966781e-24,-4.4209682e-24,1.6448781e-24,1.9309528e-24,-3.499349e-24
Dark Seer_offlane,0.00070386316,-0.0017204473,-0.00017389347,0.0007831782,0.002348735,0.002345891,0.0008227089,-0.003226482,0.0012116639,-0.0008035778,-0.0033585895,-0.00075750716,-0.0016730328,0.0009408364,0.0018533496,-0.00081584195
Dark Seer_softsup,2.3908802e-24,-4.916903e-25,4.3891716e-24,1.3559306e-25,6.49192e-25,-4.6625963e-24,2.6158906e-24,-3.1791238e-24,-2.4323648e-25,-3.1487064e-24,2.7099557e-24,-6.2622816e-25,-4.769023e-24,-4.2756667e-24,4.2746287e-25,-1.119013e-25
Dark Seer_hardsup,7.2465216e-25,2.34374e-25,5.6468013e-24,-3.381728e-24,2.3752549e-24,7.1345487e-25,-1.0105101e-24,8.67136e-25,1.3155102e-24,7.3658704e-26,1.6272204e-24,-2.2750816e-24,1.9571785e-24,-3.6659936e-24,-1.2978902e-24,1.6361842e-24
Dark Seer_carry,1.8979713e-24,-4.1149635e-24,4.0935594e-24,-8.119286e-25,-4.0626958e-25,-3.070181e-24,6.9893663e-25,1.2472468e-25,-9.650249e-25,1.9819854e-24,-1.2650227e-24,9.183522e-26,-1.6069176e-24,-1.898539e-24,-5.0448716e-24,4.8645005e-24
Clinkz_mid,1.5329622e-24,-2.1715487e-24,-8.3757356e-26,-2.6873754e-24,6.433025e-24,-1.644505e-24,-3.7514162e-24,4.5894567e-25,1.3214835e-24,-7.4805816e-25,2.01495e-25,3.6209836e-24,3.4341813e-24,3.700686e-24,3.9985237e-24,-9.793414e-25
Clinkz_offlane,-5.5750107e-26,-1.0391291e-23,2.833304e-24,1.2836036e-24,3.640208e-25,1.2837885e-24,1.8795491e-25,1.9266281e-25,-1.1588862e-24,-1.1553589e-25,1.7314215e-24,-3.2532324e-24,-3.592831e-24,-8.303301e-25,6.0530885e-25,-2.2249946e-24
Clinkz_softsup,3.723029e-27,7.072646e-25,5.989265e-24,-1.3562394e-24,-5.6626507e-26,-7.117523e-25,8.64343e-25,-1.7999672e-24,-2.6511292e-24,-7.6108314e-24,1.4320603e-24,7.761129e-26,1.9735702e-25,-5.674166e-25,2.2827884e-25,-1.0873877e-25
Clinkz_hardsup,-3.6038864e-25,-2.8630547e-24,9.449516e-25,6.720651e-26,9.258139e-25,-2.7485626e-24,1.5877415e-24,7.6319818e-25,-2.6273521e-24,-2.258482e-24,-4.4889893e-24,4.750963e-25,-2.5977726e-24,-7.808785e-25,3.0764678e-24,-5.227602e-24
Clinkz_carry,-0.00050127733,-0.002948517,0.006163359,-2.829067e-05,0.0015949459,-0.0014881562,-0.00037709088,-0.0002289674,0.0011181498,0.0031470838,0.0036486434,0.0040047634,0.0018341686,0.0031831376,-0.0012308704,0.00056313
Omniknight_mid,-3.51407e-24,-4.730259e-24,7.466286e-24,1.804296e-24,-2.290994e-24,1.1653712e-24,-1.3627804e-25,2.0876671e-25,4.0113488e-25,1.0121315e-24,1.1156599e-24,6.6699964e-26,2.9829825e-24,-3.509047e-24,1.3847316e-24,4.1361934e-24
Omniknight_offlane,-0.0014965716,0.0023200307,0.0007380106,0.0003356221,0.0053323978,-0.00027316395,0.003985023,0.001873247,-0.001251078,0.00040153752,-0.0005849104,-0.00040430482,-0.0019347982,0.0017643821,0.002940238,0.00033669046
Omniknight_softsup,1.5442778e-24,-6.4892536e-26,2.3009308e-25,-4.7361227e-25,-4.3645457e-24,-2.655197e-24,-1.5360552e-25,4.3214814e-24,-4.206847e-24,2.1298576e-24,2.5699574e-24,9.404408e-25,9.862486e-25,-1.1023615e-24,2.652844e-25,-7.319305e-25
Omniknight_hardsup,-0.00039728842,0.0016239517,0.00055766327,-0.0025667758,0.0023410479,-0.0032275848,0.0027886438,0.0018777201,9.296695e-06,0.002060363,0.004564222,-0.001679251,0.0015760339,-0.0004417837,0.0007953801,0.0018770038
Omniknight_carry,2.4887477e-24,9.896496e-24,2.2097288e-25,-1.7486526e-24,8.455108e-25,-3.1376647e-24,1.2466991e-25,-4.3485094e-24,-1.262595e-24,-1.0443034e-24,-1.8181165e-24,-6.1275905e-25,-3.5029038e-25,-3.467079e-24,1.8495465e-24,1.0010444e-24
Enchantress_mid,1.0249794e-24,1.4891121e-24,2.2323285e-24,5.639301e-25,9.2172973e-26,-3.1514646e-24,1.3132236e-24,2.5281367e-24,2.4775819e-25,-3.3258985e-25,-1.2010916e-24,1.1764819e-24,-7.303246e-24,1.2207131e-24,3.0380797e-24,2.3075166e-24
Enchantress_offlane,1.6243782e-25,1.766774e-24,3.8774515e-25,-6.915278e-24,5.584674e-24,2.1170733e-24,1.186482e-24,-1.70278e-24,8.581043e-24,-2.205448e-26,-3.5843785e-24,-4.9088858e-24,-3.197009e-24,1.3229023e-24,-2.0877241e-24,-1.5688106e-24
